"Job Title",Company,Area,"Employer Email","Employer Contact Number",Salary,"Lower Salary Range","Upper Salary Range","Job Highlights","Job Description","Career Level",Qualification,"Years of Experience","Job Type","Company Website","Job Link","Job Functions",Industry,"Search Term","Date Posted","Date Scraped","Data Source",jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
"System Analyst  (Software Products) (Ref:JDB/EPM/SA)","Computer And Technologies Software Limited","Not Specified","['hr_manager @ctil.com']",NULL,"Not Specified",NULL,NULL,"['Designing and implementation of web applications', '5-day work week & Birthday Leave', 'Friendly and stable working environment']","['Responsibilities:', 'Responsible for designing and implementation of web applications', 'To participate in the system development life cycle of enterprise level system development project(s)', 'Lead development team with junior developers', 'Requirements:', 'Degree or above in Computer Science or related disciplines', '5 years or above experience in system design and application development', 'Strong technical skills in .NET/JAVA, and Microsoft SQL', 'Less experience will be considered as Senior Analyst Programmer', '\xa0', 'Benefits:\xa0\xa0', 'Annual Leave 12-18 days', 'Birthday Leave', 'Marriage Leave', 'Compassionate Leave', 'Full Paid Paternity Leave\xa0', 'Maternity Leave\xa0', 'Notebook Subsidy', 'Education\xa0Subsidy', 'Examination Time-off\xa0', 'Graduation\xa0Time-off', 'As a caring company, staff development is one of our top priorities.\xa0We offer attractive\xa0remuneration packages with a wide range of fringe benefits include medical & dental insurance, education allowance, performance bonus and excellent career prospect to the right candidate.\xa0We also offer on-the-job training and specialized training programme to uplift the potential of our staff.\xa0', 'Interested parties please send your detailed resume', '\xa0with\xa0current and expected salary', '\xa0by email', '\xa0', 'to:\xa0', 'hr_manager @ctil.com\xa0', 'or by mail to "Human Resources Department, Computer And Technologies Software Limited, Level 10, Cyberport 2, 100 Cyberport Road, Hong Kong".\xa0Please quote the employer reference number in the application.\xa0', 'In order to explore more about our growth initiatives and other job opportunities, please visit our website\xa0', 'https://www.ctil.com', '.\xa0', 'More job openings in our C&T group can be viewed in our website\xa0', 'https://careers.ctil.com/index.php?page=en_Job+Openings', '.\xa0', 'All personal data collected will be kept in strict confidence and would only be used for recruitment purpose.']",Middle,"Not Specified",5,"Full Time, Permanent","Not Specified",/hk/en/job/system-analyst-software-products-ref%3Ajdb-epm-sa-100003008830429,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","Information Technology","Data Scientist",10-20-2021,22-10-2021,JobsDB,NULL,1,1,NULL,NULL,NULL,1,NULL
"IT Project Manager (Ref: JDB/SS/PM)","Computer And Technologies Solutions Limited","Not Specified","['hr_manager @ctil.com']",NULL,"Not Specified",NULL,NULL,"['Develop project plan and seek endorsement', 'Exp in application development/ project management', '5-day work week/ Birthday Leave/ Education Subsidy']","['Job Responsibilities:', 'Develop project plan and seek endorsement from senior management to execute accordingly.', 'Negotiate and resolve the changing needs and requirements of customers.', 'Estimate the required resources and assign individual responsibilities in projects.', 'Manage day-to-day tasks and resolve issues in various aspects of a project.', 'Identify, minimize, resolve and mitigate project risks. Apply quality assurance procedures to review and ensure the quality level of project deliverables.', 'Manage the project documents in a review process to achieve customer acceptance.', 'Establish\xa0and maintain a professional relationship with the business and user communities for the current projects and future opportunities', 'Project Management support during presales stage, including project planning and resources estimation', 'Job Requirements:', 'University degree in Computer Science, IT or relevant disciplines', 'Recognized Project Management\xa0qualification (e.g. Prince 2 Practitioner, PMP) is desirable', 'Minimum of 8 years of experience in application development and, at least 3 years of experience in project management', 'Capable to interact with business partners and multiple internal and external teams', 'Strong IT consulting / project management experience and people management skills', 'Strong knowledge of business and IT project delivery methodologies (e.g. Agile, RAD, OOM, SSADM, etc.)', '\xa0', 'Benefits:', '\xa0 \xa0\xa0', 'Annual Leave 12-18 days', 'Birthday Leave', 'Marriage Leave', 'Compassionate Leave', 'Full Paid Paternity Leave\xa0', 'Maternity Leave\xa0', 'Notebook Subsidy', 'Education\xa0Subsidy', 'Examination Time-off\xa0', 'Graduation\xa0Time-off', 'As a caring company, staff development is one of our top priorities.\xa0We offer attractive\xa0remuneration packages with a wide range of fringe benefits include medical & dental insurance, education allowance, performance bonus and excellent career prospect to the right candidate.\xa0We also offer on-the-job training and specialized training programme to uplift the potential of our staff.\xa0', 'Interested parties please send your detailed resume', '\xa0with\xa0current and expected salary', '\xa0by email', '\xa0', 'to:\xa0', 'hr_manager @ctil.com\xa0', 'or by mail to "Human Resources Department, Computer And Technologies\xa0Resources Limited, Level 10, Cyberport 2, 100 Cyberport Road, Hong Kong".\xa0Please quote the employer reference number in the application.\xa0', 'In order to explore more about our growth initiatives and other job opportunities, please visit our website\xa0', 'https://www.ctil.com', '.\xa0', 'More job openings in our C&T group can be viewed in our website\xa0', 'https://careers.ctil.com/index.php?page=en_Job+Openings', '.\xa0', 'All personal data collected will be kept in strict confidence and would only be used for recruitment purpose.']",Senior,Degree,5,"Full Time, Permanent",http://www.ctil.com,/hk/en/job/it-project-manager-ref%3A-jdb-ss-pm-100003008833019,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","Information Technology","Data Scientist",10-21-2021,22-10-2021,JobsDB,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
"Analyst Programmer & Programmer","Conners Consulting Limited","Not Specified",NULL,"['3460 2011', '3996 8090']","Not Specified",NULL,NULL,"['Competitive remuneration and benefits', 'Training and development opportunities', 'Culture of Fun']","['Our client, a well-known company in Hong Kong, is looking for a high caliber to join the group.', 'Analyst Programmer (Node.js/ ReactsJS)', '\xa0', 'Responsibilities:', 'Responsible for leading a small team of developers for large scale web application development, application implementation, system testing, debugging and documentation.', 'Perform cloud native application development', 'Develop and support the next generation of Digital Platform', 'Work with business user to understand their needs, gather and analyses the user requirements', 'Design and develop frontend interfaces, backend system and APIs for mobile and web application', '\xa0', 'Requirements:', 'Higher Diploma holder or above in Computer Science, Information Technology or a related disciplines', '5 years’ experience or above', 'Solid experience in web application development', 'Proficient with HTML5, CSS, JavaScript, Node.js, ReactsJS, Reactive Native, ExpressJS, GraphQL, Design Pattern, MariaDB and NoSQL DB', 'Experience in writing unit tests and end-to-end tests', 'Possible experience using continuous integration and delivery (CI/CD) tool with Container Registry.', 'Knowledge of cross-browser compatibility', 'Experience with Scrum and Agile development is a plus.', 'Familiar with AWS and Micro-services Architecture would be a definite advantage', 'Passionate to learn new digital technology and frameworks', 'Good team player, Positive attitude, good analytical mind with excellent troubleshooting skills', 'Open-minded, Self-motivated, hardworking and work independent is must', 'Good command of both spoken and written English and Chinese', 'Candidate with less experience will be considered as Senior Developer', 'Java Programmer (Digital Solutions)', '\xa0', 'Responsibilities:', 'Responsible for web\xa0application development and implementation', 'Participate in program coding, testing, debugging and documentation', '\xa0', 'Requirements:', 'Higher Diploma holder or above in Computer Science, Information Technology or a related disciplines', '1 years’ experience or above', 'Solid experience in web application development', 'Proficient with J2EE, Kotlin, Spring, Struct, Hibernate, Design Pattern and MS SQL', 'Positive attitude, good analytical mind with excellent troubleshooting skills', 'Sound knowledge with HTML5, CSS3, JS and jQuery.', 'Self-motivated, hardworking and work independent is must', 'Good command of both spoken and written English and Chinese', 'Fresh graduates are welcome', 'To apply, please send your detailed resume to Queenie[at]connersconsulting[dot]com or contact Queenie at 3460 2011 for a confidential discussion.', 'Only shortlisted candidates will be notified.\xa0', 'Applicants who are not contacted within two weeks may consider their applications unsuccessful.', 'All data collected will be used for recruitment purpose only & will be used strictly confidential.', 'Conners Consulting Limited', '2005 Kai Tak Commercial Building 317 Des Voeux Road Central Hong Kong', 'Tel: (852) 3996 8090\xa0\xa0 Website: ', 'www.connersconsulting.com']",Entry,"Non-Degree Tertiary",3,"Full Time, Permanent","Not Specified",/hk/en/job/analyst-programmer-programmer-100003008829660,"Information Technology (IT), Application Specialist - Software","Human Resources Management/Consultancy","Data Scientist",10-20-2021,22-10-2021,JobsDB,NULL,1,1,NULL,NULL,NULL,1,NULL
"Application Architect","Randstad Hong Kong Limited","Not Specified",NULL,NULL,"HK$55K - 70K /month ",55,70,"['Cloud based website & mobile applications', 'Data warehouses design and traffic analysis', 'Large scale system integration']","['about the company.', 'A public sector that develop an integrated arts and cultural district.', 'about the team.', 'You will work with a team of technology experts in an application development team to drive and develop high quality application for business.', 'about the job.', 'D', 'rive the application developments and implementations roadmap to align with the business needs', 'Understand business requirements and fulfil needs of business strategy and translate to workable technology projects', 'Responsible for the designs and architectures of the applications softwares', 'Set up the application design processes and system integration approaches', 'Analyse the digital application (web/ mobile) traffic and customer online behaviour so as to provide insight to support and drive marketing strategy;', 'Ensure the the cloud base application architecture comply with security standard', 'Drive and maintain mobile application development framework and DevOps processes', 'Manage vendors to ensure system implementation according to schedule and comply with Enterprise Architecture', 'Provide technical insight in production incident troubleshooting.', 'skills & experiences required.', "Bachelor's degree with a major in Computer Science or Information Systems;", 'At least 10 years of experience in IT Field and 5 years of experience in application architecture role , preferably in a sizeable organisation;', 'Solid experience in website implementation for E-Commerce and online ticketing with a large amount of media delivery;', 'Experience in implement, develop and administrate system and data integration solutions;', 'Sound knowledge in enterprise application and data integration solutions and best practices on different integration approaches;', 'Hands-on experience in a building data warehouses with design patterns and best practices; use of', ' ', 'BI and data visualization tools;', 'hands-on experience in using both on-premises and cloud-based data integration tools;', 'Experience in mobile application development, application development, payment system, SharePoint, Splunk, Salesforce, AWS, Azure, Gsuite, AliCloud, Tencent Cloud, Ansible, Jenkins, MS SQL, Oracle, and GA 360;', 'Project management experience using Agile and Waterfall', 'Architecture related certification holders would be a plus', 'proficient in written and spoken English and Chinese.', 'Interested parties, please click "Apply Now" or contact Cheryl Lau at ', '[email\xa0protected]']",Senior,Degree,8,"Full Time, Permanent",http://www.randstad.com.hk,/hk/en/job/application-architect-100003008823904,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","Human Resources Management/Consultancy","Data Scientist",10-18-2021,22-10-2021,JobsDB,62.5,1,NULL,NULL,NULL,NULL,NULL,NULL
"Service Manager / Project Manager","Tech One Services Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Permanent Role in Management w/ a growing prospect', 'Coordinate with service desk, infra, vendors, user', 'Knowledge in ITIL/ SCCM/ AD/ MS cert. has an adv.']","['Job Responsibilities', 'Manage Desktop support, Operation team and Service desk in order to\xa0perform end-user IT operation, service operation & maintain the team staff to perform the service requirements', 'Manage the service operation to meet the corresponding service level agreement (SLA)', 'Manage the team to deliver projects including patch management', 'Support project management, audit and disaster recovery activities across the service team, and provide technical advice if required', 'Develop and maintain operational procedures and performance statistics/ reports', 'Manage service delivery to project in daily IT operation according to the ITIL Best Practice, promoting the\xa0Continual\xa0Service Improvement\xa0of\xa0service \xa0quality and customer satisfaction', 'Build up customer relationships and liaise with internal and external parties', 'Responsible for resources planning and\xa0utilization\xa0control\xa0', 'Process review to refresh the workflow regularly\xa0', 'Job Requirements', 'Bachelor Degree or above education, preferably in Computer Science or related disciplines', 'At least 8 years relevant experience, preferably in IT field and preferably with supervisory experiences', 'Knowledge in Microsoft Windows Active Directory, Exchange Server Administration, SCCM, Mac / Apple Device is highly preferred', 'Good analytical skill with objective thinking and strong willingness to initiate and drive changes across all levels', 'Strong customer service and detailed mind, assertive and result-oriented; able to follow through tasks until completion independently', 'Demonstrated strong presentation skill with high degree of maturity & sense of responsibility', 'Microsoft and ITIL certification is definitely an advantage']",Senior,Degree,8,"Full Time, Permanent","Not Specified",/hk/en/job/service-manager-project-manager-100003008827860,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Network & System","Information Technology","Data Scientist",10-20-2021,22-10-2021,JobsDB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Analyst Programmer / Senior Analyst Programmer","The Great Eagle Group of Companies","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Hands-on for system implementation', 'Support for ERP system', '5 days work, 12AL']","['Responsibilities:', 'Hands-on for system implementation, development, maintenance, testing, training and enhancement of business application in SDLC', 'Perform requirement / feasibility study and analysis and provide technical advice', 'Work closely with team and business users to ensure technical compatibility and user satisfaction', 'Assist team leader to collaborate with peers for tasks required in various system development tasks if required', 'Prepare application support for ERP system', 'Assist in preparing project documents and system specifications', 'Handle ad hoc assignment as required', 'Requirements:', 'Degree holder in Computer Science, Information Technology or related disciplines', 'Minimum 3 years’ ', 'relevant experience', 'Solid experience in ASP.NET / C#, JAVA, report development and MS-SQL', 'Experience in ERP, CRM, HR or property management system is an advantage', 'Hand-on experience in mobile application development is an advantage', 'A good team player, independent, self-motivated, able to work independently and under pressure', 'Good communication, interpersonal, analytical and problem-solving skill', 'Good command of spoken and report writing skill in English and Chinese', 'Candidates with more experience will be considered as ', 'Senior Analyst Programmer', 'Salary and benefits will be commensurate with qualifications and experience.\xa0 Interested parties, please send a full resume with present and expected salary, and date available to ', 'The Human Resources Department, 32/F., Great Eagle Centre, 23 Harbour Road, Wanchai, Hong Kong ', 'or', ' e-mail t us.\xa0', '\xa0\xa0', '(', 'Please quote the reference no. on the envelope and the covering letter.)', 'To know more about us, please visit our website at ', 'http://', 'www.greateagle.com.hk', '.', 'We are an equal opportunity employer and welcome applications from all qualified candidates.', 'Personal data collected will be treated in strict confidence and used only for recruitment-related purpose. Applicants who have not heard from us within four weeks may consider their applications unsuccessful. All personal data will be destroyed after 12 months.']",Middle,Degree,3,"Full Time, Permanent","Not Specified",/hk/en/job/analyst-programmer-senior-analyst-programmer-100003008823599,"Information Technology (IT), Application Specialist - Software, Software Development, Merchandising & Purchasing, Procurement / Purchasing / Sourcing","Property Development","Data Scientist",10-18-2021,22-10-2021,JobsDB,NULL,1,NULL,NULL,NULL,NULL,1,NULL
"Database Administrator/  System Administrator","Leadership Solutions Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['DBA', 'Oracle, Linux, SAN', 'AD, VMWare']","['Our client is looking for high caliber candidates to join their technical team. Candidates will be exposed to sizable projects with reputable customers. The job offers excellent opportunity for candidates to develop his/her career in IT Industry.', 'Database Administrator', 'Requirements:', '\xa0', 'Degree holder in Computer Science, Computer Engineering or related discipline', 'Minimum 5 years of experience in database design & administration and cloud infrastructure provisioning', 'Hands on experience and In-depth knowledge in Oracle 19c/18c/12c/11g with/without RAC, Oracle Dataguard administration, performance tuning and troubleshooting. Knowledge in PostgreSQL, MySQL & MS SQL Server will be advantageous.', 'In-depth knowledge in real time data replication platform using CDC like Attunity will be advantageous', 'Experience in Linux, Solaris, Windows preferred Experience in Azure, AWS cloud environments and PaaS DBs will be advantageous', 'Able to work under pressure and self-motivated, sometimes in non-office hours Independent, capable in providing suggestions on system design', 'Proficient in written and spoken English and Chinese with strong communication skills Candidate with less experience will be considered as Senior System Engineer', 'System Administrator\xa0', 'Job Responsibilities:', 'Be a member of the system architecture team to serve internal and oversea customers', 'Implement and support mission critical clearing and settlement systems and respective central back office solutions', 'Transform business needs into high quality application/database design & specification and support application development', 'Review and enforce application/database development standards and processes', 'Perform overall database performance tuning, upgrade and change management', 'Lead prototyping efforts in various application, database & infrastructure re-engineering activities', 'Responsible for server & SAN storage installation, configuration, patching and testing', 'Carry out system administration, support, implementation and performance tuning', 'Liaise with relevant parties on requirements, testing, implementation and deployment', 'Coach small team to perform design, development, software testing and overseas clients’ IT operations per service levels', 'Requirements:', 'Degree holders in Information Systems, Computer Science or IT related discipline', 'Minimum 6 years of relevant working experience with administering Linux and Windows', 'Hands-on experience in Red Hat Linux 7/8, Shell scripting', 'Preferably with experience in VMware, HAProxy Load Balancer, Tomcat Application Server', 'Knowledge of Containers, e.g. Docker, Podman', 'Knowledge and experience in PostgreSQL, SQL Server Administration, Networking concept would be an advantage', '\xa0Interested parties please send your full resume with current and expected salary, availability in\xa0', 'Word format', '\xa0to us.', 'All personal information collected will be treated in strict confidential and be used solely for recruitment purpose']",Entry,"Non-Degree Tertiary",2,"Full Time, Permanent, Contract","Not Specified",/hk/en/job/database-administrator-system-administrator-100003008819863,"Information Technology (IT), Network & System","Human Resources Management/Consultancy","Data Scientist",10-18-2021,22-10-2021,JobsDB,NULL,1,1,NULL,NULL,NULL,NULL,NULL
"Senior System Analyst (Salesforce)","GP Batteries International Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Perform design and configurations the application', 'Provide documentation of application solutions', 'Conduct user training and render support']","['Responsibilities:', 'Perform the detailed design, configurations, building and testing of application and technical architecture components.', 'Provide documentation of application solutions including functional & technical specifications and workflow diagrams.', 'Conduct user training and render support for system users', 'Develop & execute continuous improvement strategies and initiatives for process developments of key functionalities.', 'Align business requirements and ensure clear communication on features and roadmaps.', 'Requirements', 'Bachelor’s Degree in Computer Science', ' / Information Systems or relevant discipline', 'Expert developer knowledge and experience in Salesforce CRM systems and/or Marketing Cloud System', 'Proficiency in Salesforce programming development skills including APEX, Salesforce Object Query Language (SOQL) / Salesforce Object Search Language (SOSL), Lightning Web Components, Visual Force, API programming and JavaScript.', 'Solid experience to work with key stakeholders across cloud transformation projects on Salesforce.com platforms (Commerce Cloud / Sales Cloud / Service Cloud / Marketing Cloud / Experience Cloud)', 'Experience with common integration patterns used between legacy systems and Salesforce platform', 'Strong communication & presentation skills', 'Good command of English and Chinese including Mandarin']",Senior,Degree,-1,"Full Time",http://www.gpbatteries.com.hk,/hk/en/job/senior-system-analyst-salesforce-100003008819932,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting",Manufacturing,"Data Scientist",10-18-2021,22-10-2021,JobsDB,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
"Senior SAP Specialist (MNC, Double Pay + Bonus)","Randstad Hong Kong Limited","Not Specified",NULL,NULL,"HK$35K - 55K /month ",35,55,"['SAP SD/ SAP OTC', 'Stable Business with Multinational Culture', 'Double Pay, 15 Days AL, Medical']","['about the company.', 'Our client is a well-established MNC who is looking for a Senior SAP Specialist to design, implement and manage the solutions. This is a great opportunity to have a big impact on the direction of the business moving forward by the projects supporting the global business, you will have lots of autonomy and will be part of the cool multinational team.', 'about the job.', 'Design, implement and manage SAP based solutions and processes', 'Implement and rollout regional/global projects', 'Ensure the quality of on time and successful development, delivery and operation of application services and solutions', 'Contribute to decisions by providing input on industry trends and SAP Best Practices', 'Compliance and adherence the system changes to global standards and quality management guidelines', 'skills & experiences required.', 'Bachelor Degree or above in Computer Science/ Information Technology or related discipline', '5+ years of experience in SAP implementation and support', 'Hands-on functional configuration, design and testing experience within SAP', 'Solid experience in SAP OTC (order to cash) flow and SAP SD (sales and distribution) modules', 'Experience in SAP S/4 HANA, could solution design and agile methodology will be a plus', 'Strong communication and problem-solving skills', 'Proficient in both written and spoken English', 'about the benefits.', '15 Days Annual Leave', 'Medical Insurance', 'Double Pay and Performance Bonus', 'Flexible Working Hours', 'Permanent Headcount', "If you're interested in this exciting opportunity please don't delay and click APPLY NOW or for more information, you can reach out to Vera Wong on ", '[email\xa0protected]']",Middle,Degree,-1,"Full Time, Permanent",http://www.randstad.com.hk,/hk/en/job/senior-sap-specialist-mnc-double-pay-bonus-100003008827255,"Information Technology (IT), Application Specialist - Software, Network & System, Others","Human Resources Management/Consultancy","Data Scientist",10-19-2021,22-10-2021,JobsDB,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Facility Engineer (Data Center)","EZSVS (Hongkong) Co., Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['5 days work/ Public holiday', 'Double pay', 'Medical Insurance']","['Job\xa0Responsibilities\xa0:', "Perform site inspections and monitor of the infrastructure's availability, act as level 1 escalation point for all on-site operational incidents", 'Respond & perform remote requests as per SLA requirement and update accurately all requests on the internal ticket system', 'Responsible for preparing IDC change application form and change request application material.', 'Responsible for the on-site command, coordination and confirmation of the change result.', 'Responsible for CR application submission via change management platform and coordination throughout the change approval process.', 'Responsible for initial review of IDC operation change application and submission of change request in Alibaba internal change management platform.', 'Responsible for analyzing and summarizing the changes, and draft the change summary report.', 'Responsible for onsite maintenance work coordination and organization for our service assurance within the IDC operation change period.', 'Manage contractors who carry out maintenance works, oversee the works conducted on-site and provide regular progress update', 'Operating hours: 9:00 to 18:00, Monday to Friday', 'For emergency cases : Remote standby for non-operating hours or need to be on-site during non-office hour.', 'Requirements :', 'At least 3 years’ experience in Electrical and/or MVAC Operation and Maintenance', 'Familiar with Data Centre facility and equipment', 'Experience in Data Centre is highly preferred', 'Holder of Electrical Worker License Grade A or Above would be a bonus', 'Good command of spoken English and Mandarin', 'Company Benefits :', 'Public holiday', 'Triple overtime allowance', 'Double pay', 'Medical Insurance']",Entry,"Non-Degree Tertiary",3,"Full Time","Not Specified",/hk/en/job/facility-engineer-data-center-100003008825254,"Information Technology (IT), Hardware, Others, Data Scientist",Telecommunication,"Data Scientist",10-19-2021,22-10-2021,JobsDB,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
"System Operator - Fintech","Page Personnel","Not Specified",NULL,"['3602 2433']","Not Specified",NULL,NULL,"['Excellent opportunity to join Fintech', 'Part of the system team', 'Excellent working environment']","['Fintech industry', 'Great exposure in systems', 'Under the System Team', 'Client Details', 'Our client is a payment service company based in Hong Kong. They are currently looking for a system operator position. They have strong culture and are open to provide new joiners with resources to develop their own skills and add value to the company.', 'Description', 'Responsible with monitoring duties ( e.g online system, data centre )', 'Assist with computer operations (e.g Web , Mobile processing platform)', 'Monitor and assist with system changes when it is needed', 'Run testing regularly and conduct upgrades', 'Profile', 'Any diploma or degree holders in computer science, information technology', 'Knowledge in networking (TCP, IP Networking, windows/ Linux servers etc', 'Fresh graduates might be consider', '1-2 years experience help-desk support, demonstrative related roles previously is an advantage', 'Job Offer', 'Competitive salary package', 'Work- life balance', 'Good working environment', "To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Kiki Chan on +852 3602 2433."]",Entry,Degree,-1,"Full Time, Permanent",http://www.pagepersonnel.com.hk,/hk/en/job/system-operator-fintech-100003008814594,"Information Technology (IT), Support, Product Management / Business Analyst, Others","Human Resources Management/Consultancy","Data Scientist",10-14-2021,22-10-2021,JobsDB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Business Technology Manager (SAE)","Bank of China (Hong Kong) Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['-', '-', '-']","['Responsibilities:', 'Perform business and user requirement analysis', 'Acting as the primary liaison between business and IT units', 'Manage IT project implementation', 'Monitor the project progress and resolving occurred problems', 'Provide strong support to business users', 'Prepare various management reports', 'Requirements:', 'Degree holder or above in Business Studies, Information Technology, Computer Science or related disciplines', '3+ years of relevant experience in business analysis.', 'Experience in eBanking applications such as Online Banking and Mobile Banking is advantageous but not mandatory', 'Solid experience to liaise with all relevant parties in IT or Business and work with business stakeholders', 'Strong interpersonal, communication, presentation and problem solving skills', 'Self-motivated, willing to work in competent, challenging and team-work environment', 'Good command in both written and spoken Chinese and English, knowledge of the Mandarin is a plus.']",Senior,Degree,3,"Full Time","Not Specified",/hk/en/job/business-technology-manager-sae-100003008829218,"Information Technology (IT), Others","Financial Services","Data Scientist",10-20-2021,22-10-2021,JobsDB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Senior I.T. Infrastructure Analyst / Analyst – End User Computing (Ref. No.: L21/07-0148)","Link Asset Management Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['5-day work week; medical scheme; life insurance', 'Responsible for second level support for End User', 'Bachelor’s degree or equivalent experience']","['Our Vision', 'As Asia’s largest REIT, we strive to be a world class real estate investor and manager serving and improving the lives of those around us.\xa0 To support business expansion under Vision 2025, we are seeking a high caliber talent to join our dynamic team. To learn more about Vision 2025, please visit (', 'https://www.linkreit.com/en/ourVision/', ').', 'Responsibilities', 'Lead the team of 4-5 engineers responsible for second level support for End User Computing systems and solutions.', 'Assisted IT Manager in conducting routine review and long-term planning of End User Computing roadmap for the organization, evaluating solutions, and managing projects for technical refresh', 'Take ownership of incident resolution for tickets related to End User Computing, and make escalations according to standard operating procedures and agreed service level according to IT Service Management process.', 'Mentor, coach and contribute to the development of team members in technical knowledge and IT service delivery best practices. Provide leadership, direction and prioritization of work to team members.', 'Maintain documentations for internal operations and end-user knowledge base, assist in developing user training materials and maintain IT support service portal and end-user service catalog.', 'Work with vendors or internal teams for any project work or pilot test related to end-user technology or applications.', 'Requirements', 'Bachelor’s degree or equivalent experience with relevant diploma/certification in information systems management required', 'Strong knowledge and hands-on experience with Microsoft technologies including Windows 10 and O365 (Exchange/SharePoint/Teams), Active Directory and Azure AD, GPO deployment and maintenance, SCCM and Intune, including previous work experience in managing and deploying systems in large-scale organizations.\xa0', 'Possess good understanding of IT infrastructure and systems, IT Service Management and/or Project Management methodologies. ITIL certification and/or work experience in ITIL-aligned team is highly desirable.', '5 years or above End User Computing support experience, with proven track record in team lead capacity.', 'Holder of IT certificates in Microsoft technologies, network and/or security are advantageous', 'Good command in English and Cantonese (written and verbal)', 'Strong interpersonal, communications and expectation management skills. Ability to work with multiple stakeholders and drive results.', 'Remuneration', 'We offer a 5-day work week and an attractive remuneration package commensurate to the right candidates with qualifications and working experience. Fringe benefits for staff include annual leave, paternity leave, birthday leave, volunteering leave, medical scheme, life insurance, Employee Unit Purchase Plan and performance-based incentives.', 'Application', 'If you resonate with Link\'s vision and aspire to develop a rewarding career with us, please apply by clicking "Apply Now".', 'We are an equal opportunity employer. Personal data provided by job applicants will be treated in strict confidence and used strictly in accordance with our Privacy Policy Statement for recruitment purpose only. A copy of the Statement is available on our website (Linkreit.com). Applicants not hearing from us within 6 months may consider their applications unsuccessful.', '\xa0']",Middle,Degree,5,"Full Time, Permanent",https://www.linkreit.com,/hk/en/job/senior-i-t-infrastructure-analyst-analyst-end-user-computing-ref-no-%3A-l21-07-0148-100003008825565,"Information Technology (IT), IT Project Management / Team Lead, Support, IT Management","Property Management / Consultancy","Data Scientist",10-19-2021,22-10-2021,JobsDB,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
"CIB QR - Quantitative Research - Rates and Emerging Markets - Vice President","JPMorgan Chase Bank, N.A.","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Develop Software frameworks for analytics', 'Design Efficient numerical algorithms', "3+ years' experience"]","['Quantitative Research', 'Quantitative Research (QR) at J.P. Morgan is an expert quantitative modeling group partnering with traders, marketers, and risk managers across all products and regions, with presence in Beijing, Hong Kong, London, Mumbai, New York, Singapore, and Tokyo.', 'Job Description', 'Develop mathematical models for pricing, hedging and risk measurement of derivatives', 'Develop Software frameworks for analytics', 'Design Efficient numerical algorithms and implement high performance computing', 'Support trading business and research for new trading ideas', 'Write well-formulated documents of model specification and implementation testing', 'Qualifications', "Bachelor's degree in math, sciences, engineering, finance or computer science", "3+ years' experience in a similar quantitative modeling or quantitative development role in financial institutions", 'Exceptional analytical, quantitative and problem-solving skills', 'Mastery of advanced mathematics and numerical analysis arising in financial modeling', 'Linear algebra, probability theory, stochastic processes, differential equations, numerical analysis', 'Experience with advanced statistical models for empirical estimation of risk models', 'Strong knowledge of options pricing theory or econometric modeling', 'Strong quantitative modeling skill for pricing and hedging derivatives', 'Strong software design and development skills, particularly in python and C++', 'Excellent presentation skills, both oral and written', 'Interested candidates, please click APPLY NOW', ' \xa0', 'to apply.']",Entry,"Not Specified",-1,"Full Time","Not Specified",/hk/en/job/cib-qr-quantitative-research-rates-and-emerging-markets-vice-president-100003008835372,"Banking / Finance, Analyst, Information Technology (IT), Software Development, Risk Management","Financial Services","Data Scientist",10-22-2021,22-10-2021,JobsDB,NULL,NULL,1,NULL,1,NULL,NULL,NULL
